net,length_um
g_row\[1\].g_col\[1\].pe/_0425_,24.88µm
g_row\[1\].g_col\[0\].pe/net1770,24.84µm
g_row\[0\].g_col\[1\].pe/_0440_,24.82µm
g_row\[0\].g_col\[1\].pe/_0534_,24.82µm
g_row\[1\].g_col\[1\].pe/_1176_,24.8µm
net2041,24.8µm
g_row\[1\].g_col\[0\].pe/_0660_,24.78µm
g_row\[1\].g_col\[1\].pe/_0603_,24.76µm
g_row\[0\].g_col\[1\].pe/_0012_,24.74µm
g_row\[1\].g_col\[0\].pe/_0581_,24.72µm
g_row\[1\].g_col\[1\].pe/_0361_,24.72µm
results_flat[10],24.72µm
g_row\[0\].g_col\[0\].pe/_0052_,24.7µm
g_row\[1\].g_col\[0\].pe/r2_mantissa\[11\],24.695µm
g_row\[0\].g_col\[0\].pe/net2319,24.695µm
g_row\[1\].g_col\[0\].pe/net1842,24.685µm
clknet_leaf_41_clk,24.68µm
g_row\[0\].g_col\[0\].pe/_0364_,24.66µm
net2813,24.66µm
g_row\[1\].g_col\[0\].pe/_0189_,24.65µm
net1390,24.64µm
g_row\[0\].g_col\[0\].pe/net2020,24.605µm
g_row\[0\].g_col\[1\].pe/_0285_,24.58µm
g_row\[1\].g_col\[1\].pe/_0626_,24.58µm
net3179,24.56µm
net3362,24.56µm
g_row\[1\].g_col\[1\].pe/_0302_,24.555µm
g_row\[0\].g_col\[1\].pe/net2237,24.545µm
_101_,24.54µm
g_row\[0\].g_col\[1\].pe/_0250_,24.54µm
g_row\[1\].g_col\[0\].pe/_0069_,24.54µm
g_row\[0\].g_col\[1\].pe/_1176_,24.52µm
g_row\[0\].g_col\[1\].pe/_1288_,24.52µm
g_row\[1\].g_col\[1\].pe/_0420_,24.52µm
g_row\[1\].g_col\[1\].pe/r3_prod_mant\[4\],24.52µm
g_row\[0\].g_col\[1\].pe/_0337_,24.5µm
g_row\[0\].g_col\[1\].pe/_1127_,24.5µm
g_row\[1\].g_col\[0\].pe/_0071_,24.5µm
g_row\[1\].g_col\[1\].pe/_0670_,24.5µm
_091_,24.48µm
g_row\[0\].g_col\[1\].pe/_0593_,24.48µm
g_row\[1\].g_col\[0\].pe/_0911_,24.48µm
g_row\[1\].g_col\[1\].pe/_1217_,24.48µm
net1309,24.46µm
net1311,24.46µm
net1343,24.44µm
net2609,24.44µm
g_row\[0\].g_col\[0\].pe/_0132_,24.42µm
g_row\[1\].g_col\[0\].pe/_0010_,24.4µm
g_row\[1\].g_col\[1\].pe/_0426_,24.4µm
g_row\[0\].g_col\[1\].pe/net2115,24.385µm
g_row\[1\].g_col\[0\].pe/net1876,24.38µm
g_row\[1\].g_col\[1\].pe/_1144_,24.37µm
g_row\[0\].g_col\[0\].pe/net2315,24.355µm
g_row\[1\].g_col\[0\].pe/_1314_,24.32µm
g_row\[0\].g_col\[1\].pe/_0456_,24.3µm
g_row\[0\].g_col\[1\].pe/_1265_,24.285µm
g_row\[0\].g_col\[0\].pe/_0222_,24.28µm
g_row\[0\].g_col\[0\].pe/_0923_,24.28µm
g_row\[1\].g_col\[0\].pe/_1106_,24.26µm
g_row\[1\].g_col\[1\].pe/net1737,24.26µm
g_row\[1\].g_col\[1\].pe/net1746,24.26µm
g_row\[0\].g_col\[1\].pe/_0573_,24.23µm
g_row\[0\].g_col\[0\].pe/_0117_,24.22µm
g_row\[0\].g_col\[0\].pe/_0631_,24.22µm
g_row\[0\].g_col\[1\].pe/_0125_,24.22µm
net1525,24.22µm
net1574,24.22µm
g_row\[1\].g_col\[0\].pe/net2984,24.22µm
g_row\[0\].g_col\[1\].pe/_0219_,24.2µm
g_row\[1\].g_col\[1\].pe/_0596_,24.2µm
net1448,24.2µm
net2744,24.2µm
g_row\[0\].g_col\[0\].pe/_0060_,24.18µm
g_row\[0\].g_col\[0\].pe/_0285_,24.18µm
g_row\[0\].g_col\[0\].pe/_0366_,24.18µm
clknet_leaf_28_clk,24.18µm
g_row\[1\].g_col\[0\].pe/_0988_,24.18µm
g_row\[0\].g_col\[1\].pe/_0731_,24.14µm
g_row\[0\].g_col\[1\].pe/_1001_,24.14µm
g_row\[1\].g_col\[0\].pe/_0075_,24.1µm
g_row\[1\].g_col\[0\].pe/_1211_,24.1µm
g_row\[1\].g_col\[1\].pe/_1275_,24.1µm
g_row\[1\].g_col\[1\].pe/r2_mantissa\[9\],24.1µm
net3319,24.1µm
g_row\[0\].g_col\[1\].pe/_0937_,24.08µm
g_row\[0\].g_col\[0\].pe/_0265_,24.06µm
g_row\[0\].g_col\[1\].pe/_1074_,24.06µm
g_row\[1\].g_col\[1\].pe/s1_sign_a,24.06µm
g_row\[0\].g_col\[0\].pe/net2019,24.06µm
g_row\[0\].g_col\[0\].pe/net2919,24.06µm
g_row\[1\].g_col\[0\].pe/_0760_,24.04µm
b_wire\[1\]\[9\],24.02µm
g_row\[0\].g_col\[0\].pe/_0619_,24.02µm
g_row\[1\].g_col\[1\].pe/_0898_,24.02µm
net2456,24.02µm
g_row\[0\].g_col\[0\].pe/_0019_,24µm
g_row\[0\].g_col\[1\].pe/_0072_,24µm
net1621,24µm
net3580,24µm
g_row\[1\].g_col\[0\].pe/_1284_,23.98µm
g_row\[1\].g_col\[0\].pe/net1884,23.98µm
net3523,23.96µm
g_row\[0\].g_col\[0\].pe/_0935_,23.94µm
g_row\[1\].g_col\[1\].pe/_0408_,23.94µm
g_row\[1\].g_col\[0\].pe/net1877,23.925µm
net1529,23.9µm
b_wire\[3\]\[4\],23.88µm
g_row\[1\].g_col\[0\].pe/_0002_,23.88µm
g_row\[1\].g_col\[0\].pe/_0874_,23.88µm
g_row\[0\].g_col\[0\].pe/_0913_,23.86µm
b_wire\[1\]\[10\],23.84µm
g_row\[0\].g_col\[1\].pe/_1281_,23.84µm
g_row\[1\].g_col\[0\].pe/_0891_,23.84µm
g_row\[0\].g_col\[0\].pe/net3031,23.84µm
g_row\[0\].g_col\[1\].pe/_1311_,23.825µm
g_row\[0\].g_col\[0\].pe/net3043,23.805µm
g_row\[0\].g_col\[0\].pe/_0111_,23.8µm
g_row\[0\].g_col\[0\].pe/_0670_,23.8µm
g_row\[0\].g_col\[1\].pe/_1232_,23.8µm
g_row\[1\].g_col\[1\].pe/_1030_,23.8µm
net2812,23.8µm
g_row\[0\].g_col\[0\].pe/net3055,23.8µm
g_row\[1\].g_col\[0\].pe/_0709_,23.79µm
b_wire\[2\]\[13\],23.78µm
g_row\[0\].g_col\[1\].pe/_0874_,23.76µm
g_row\[1\].g_col\[0\].pe/_1084_,23.74µm
g_row\[1\].g_col\[0\].pe/net2956,23.74µm
clknet_leaf_97_clk,23.72µm
g_row\[1\].g_col\[1\].pe/net2181,23.685µm
g_row\[0\].g_col\[1\].pe/_0729_,23.68µm
clknet_leaf_14_clk,23.68µm
g_row\[0\].g_col\[0\].pe/net2311,23.68µm
g_row\[0\].g_col\[1\].pe/net3048,23.68µm
g_row\[0\].g_col\[0\].pe/net3050,23.66µm
g_row\[0\].g_col\[1\].pe/_0931_,23.64µm
g_row\[1\].g_col\[0\].pe/_0104_,23.64µm
g_row\[1\].g_col\[1\].pe/_0220_,23.64µm
g_row\[1\].g_col\[1\].pe/_0014_,23.62µm
g_row\[1\].g_col\[1\].pe/_0456_,23.62µm
g_row\[1\].g_col\[0\].pe/net2831,23.62µm
g_row\[0\].g_col\[0\].pe/net1934,23.605µm
a_reg\[18\],23.6µm
g_row\[1\].g_col\[1\].pe/net1751,23.6µm
net3134,23.6µm
g_row\[0\].g_col\[1\].pe/_1231_,23.58µm
clknet_leaf_65_clk,23.58µm
g_row\[1\].g_col\[1\].pe/_1284_,23.58µm
g_row\[1\].g_col\[0\].pe/net2057,23.58µm
g_row\[0\].g_col\[1\].pe/net2952,23.58µm
g_row\[0\].g_col\[0\].pe/_0454_,23.56µm
g_row\[0\].g_col\[1\].pe/_0682_,23.56µm
g_row\[0\].g_col\[1\].pe/_1315_,23.56µm
g_row\[1\].g_col\[0\].pe/_1328_,23.56µm
results_flat[0],23.56µm
g_row\[0\].g_col\[0\].pe/net2963,23.53µm
g_row\[0\].g_col\[1\].pe/_0942_,23.52µm
g_row\[1\].g_col\[0\].pe/_1212_,23.52µm
g_row\[0\].g_col\[0\].pe/_0978_,23.5µm
g_row\[0\].g_col\[1\].pe/_0760_,23.5µm
g_row\[1\].g_col\[0\].pe/_0079_,23.5µm
g_row\[1\].g_col\[1\].pe/_0153_,23.5µm
g_row\[0\].g_col\[0\].pe/net2294,23.485µm
g_row\[0\].g_col\[0\].pe/_0377_,23.46µm
g_row\[1\].g_col\[0\].pe/_0423_,23.46µm
net1471,23.46µm
g_row\[0\].g_col\[1\].pe/_0078_,23.44µm
net3556,23.42µm
g_row\[0\].g_col\[1\].pe/_1139_,23.4µm
g_row\[1\].g_col\[0\].pe/net3077,23.4µm
net3492,23.4µm
a_reg\[31\],23.38µm
g_row\[0\].g_col\[1\].pe/_0978_,23.38µm
g_row\[0\].g_col\[1\].pe/_1198_,23.38µm
g_row\[1\].g_col\[1\].pe/_0947_,23.38µm
net1602,23.38µm
g_row\[0\].g_col\[0\].pe/_0256_,23.36µm
net1395,23.34µm
g_row\[0\].g_col\[0\].pe/_0448_,23.34µm
g_row\[1\].g_col\[0\].pe/_0291_,23.34µm
g_row\[1\].g_col\[1\].pe/_1119_,23.34µm
g_row\[1\].g_col\[0\].pe/_0454_,23.32µm
g_row\[1\].g_col\[0\].pe/r4_acc\[12\],23.32µm
net2793,23.32µm
g_row\[0\].g_col\[0\].pe/r2_mantissa\[14\],23.31µm
g_row\[0\].g_col\[0\].pe/_0196_,23.3µm
g_row\[1\].g_col\[0\].pe/_0411_,23.3µm
g_row\[1\].g_col\[0\].pe/_1257_,23.28µm
g_row\[1\].g_col\[1\].pe/net1700,23.26µm
g_row\[0\].g_col\[0\].pe/_0299_,23.24µm
_073_,23.22µm
g_row\[0\].g_col\[0\].pe/r4_acc\[3\],23.22µm
net3117,23.22µm
g_row\[1\].g_col\[1\].pe/net1969,23.205µm
clknet_leaf_27_clk,23.2µm
g_row\[1\].g_col\[1\].pe/net3057,23.18µm
g_row\[1\].g_col\[1\].pe/_0342_,23.16µm
g_row\[1\].g_col\[0\].pe/net1869,23.16µm
g_row\[1\].g_col\[0\].pe/net2073,23.14µm
g_row\[0\].g_col\[0\].pe/net1908,23.12µm
g_row\[1\].g_col\[1\].pe/_0407_,23.1µm
g_row\[1\].g_col\[0\].pe/r4_acc\[2\],23.06µm
g_row\[1\].g_col\[0\].pe/_1230_,23.04µm
g_row\[1\].g_col\[1\].pe/net2822,23.04µm
net3548,23.04µm
g_row\[0\].g_col\[1\].pe/r3_prod_mant\[8\],23.02µm
net2814,22.985µm
g_row\[0\].g_col\[1\].pe/_0009_,22.96µm
g_row\[0\].g_col\[1\].pe/_0399_,22.96µm
g_row\[1\].g_col\[1\].pe/_0445_,22.96µm
g_row\[0\].g_col\[0\].pe/_0075_,22.94µm
g_row\[0\].g_col\[0\].pe/_0078_,22.94µm
g_row\[0\].g_col\[1\].pe/_0910_,22.92µm
g_row\[1\].g_col\[0\].pe/_0243_,22.92µm
g_row\[1\].g_col\[1\].pe/r3_prod_mant\[13\],22.92µm
g_row\[1\].g_col\[0\].pe/net2893,22.92µm
net3501,22.92µm
g_row\[1\].g_col\[1\].pe/net1956,22.905µm
g_row\[0\].g_col\[1\].pe/_0259_,22.9µm
g_row\[0\].g_col\[1\].pe/_0594_,22.9µm
g_row\[1\].g_col\[1\].pe/_0986_,22.89µm
g_row\[0\].g_col\[1\].pe/_0373_,22.88µm
g_row\[1\].g_col\[0\].pe/_1258_,22.88µm
results_flat[3],22.88µm
g_row\[0\].g_col\[0\].pe/_1284_,22.84µm
g_row\[1\].g_col\[0\].pe/_0013_,22.84µm
g_row\[0\].g_col\[0\].pe/net3014,22.83µm
g_row\[1\].g_col\[0\].pe/_0011_,22.82µm
g_row\[0\].g_col\[0\].pe/r2_mantissa\[12\],22.8µm
g_row\[1\].g_col\[1\].pe/_0287_,22.785µm
g_row\[0\].g_col\[0\].pe/_0953_,22.78µm
clknet_leaf_25_clk,22.78µm
g_row\[0\].g_col\[1\].pe/_0164_,22.77µm
g_row\[0\].g_col\[0\].pe/_1335_,22.76µm
g_row\[1\].g_col\[1\].pe/_0009_,22.76µm
net3210,22.76µm
net3178,22.74µm
g_row\[0\].g_col\[0\].pe/net2011,22.725µm
g_row\[0\].g_col\[1\].pe/_1320_,22.72µm
net3505,22.72µm
g_row\[0\].g_col\[1\].pe/_1096_,22.7µm
g_row\[1\].g_col\[0\].pe/_0126_,22.7µm
a_reg\[13\],22.69µm
g_row\[0\].g_col\[1\].pe/_1110_,22.68µm
g_row\[1\].g_col\[1\].pe/_1246_,22.68µm
net1594,22.68µm
g_row\[1\].g_col\[0\].pe/_1072_,22.66µm
g_row\[1\].g_col\[0\].pe/net2077,22.615µm
g_row\[0\].g_col\[1\].pe/_0971_,22.6µm
g_row\[0\].g_col\[1\].pe/net2155,22.585µm
g_row\[0\].g_col\[1\].pe/_0609_,22.58µm
g_row\[1\].g_col\[0\].pe/_0086_,22.58µm
g_row\[1\].g_col\[0\].pe/net2858,22.58µm
g_row\[0\].g_col\[0\].pe/_0806_,22.56µm
g_row\[1\].g_col\[1\].pe/_1302_,22.54µm
g_row\[1\].g_col\[1\].pe/net2122,22.535µm
g_row\[0\].g_col\[1\].pe/_0943_,22.52µm
g_row\[0\].g_col\[0\].pe/_0409_,22.5µm
g_row\[1\].g_col\[0\].pe/_0778_,22.5µm
net1536,22.5µm
g_row\[0\].g_col\[0\].pe/net2982,22.5µm
g_row\[0\].g_col\[1\].pe/_0167_,22.48µm
g_row\[1\].g_col\[0\].pe/_0317_,22.48µm
g_row\[1\].g_col\[0\].pe/net3046,22.47µm
g_row\[0\].g_col\[1\].pe/_1257_,22.46µm
net2638,22.46µm
net2728,22.46µm
net2780,22.46µm
g_row\[1\].g_col\[1\].pe/net1961,22.45µm
net2622,22.44µm
g_row\[0\].g_col\[0\].pe/_0925_,22.4µm
g_row\[1\].g_col\[0\].pe/_0456_,22.4µm
g_row\[1\].g_col\[1\].pe/_1335_,22.4µm
g_row\[0\].g_col\[1\].pe/net2361,22.4µm
g_row\[0\].g_col\[0\].pe/_1279_,22.39µm
g_row\[1\].g_col\[0\].pe/_0300_,22.38µm
g_row\[1\].g_col\[0\].pe/_0394_,22.38µm
g_row\[1\].g_col\[0\].pe/_0818_,22.38µm
g_row\[1\].g_col\[1\].pe/net3018,22.38µm
clknet_leaf_53_clk,22.36µm
g_row\[0\].g_col\[1\].pe/_0090_,22.36µm
net2751,22.36µm
g_row\[1\].g_col\[0\].pe/_0868_,22.34µm
g_row\[1\].g_col\[1\].pe/_0619_,22.32µm
g_row\[1\].g_col\[1\].pe/_0872_,22.32µm
g_row\[0\].g_col\[1\].pe/_0735_,22.28µm
g_row\[0\].g_col\[1\].pe/_0803_,22.28µm
g_row\[1\].g_col\[1\].pe/_0778_,22.26µm
b_wire\[1\]\[15\],22.24µm
g_row\[1\].g_col\[0\].pe/_1260_,22.24µm
g_row\[0\].g_col\[1\].pe/_1078_,22.22µm
g_row\[1\].g_col\[0\].pe/_0460_,22.22µm
g_row\[0\].g_col\[0\].pe/_0671_,22.21µm
g_row\[0\].g_col\[0\].pe/net1183,22.2µm
g_row\[1\].g_col\[1\].pe/_0106_,22.18µm
_095_,22.16µm
g_row\[0\].g_col\[0\].pe/_0118_,22.16µm
g_row\[0\].g_col\[1\].pe/_0883_,22.16µm
_086_,22.14µm
g_row\[0\].g_col\[1\].pe/_0089_,22.14µm
g_row\[0\].g_col\[0\].pe/_0061_,22.12µm
g_row\[1\].g_col\[0\].pe/r4_acc\[8\],22.11µm
g_row\[0\].g_col\[1\].pe/_0104_,22.1µm
g_row\[1\].g_col\[1\].pe/_0217_,22.1µm
g_row\[0\].g_col\[0\].pe/_0700_,22.09µm
g_row\[1\].g_col\[0\].pe/net1899,22.085µm
g_row\[1\].g_col\[0\].pe/net1830,22.065µm
net1286,22.06µm
g_row\[0\].g_col\[1\].pe/_0212_,22.04µm
g_row\[0\].g_col\[0\].pe/net1906,22.04µm
g_row\[0\].g_col\[1\].pe/_0516_,22.02µm
g_row\[1\].g_col\[0\].pe/_0384_,22.02µm
g_row\[0\].g_col\[1\].pe/_0652_,22µm
g_row\[1\].g_col\[0\].pe/_0573_,22µm
g_row\[1\].g_col\[1\].pe/_0214_,22µm
g_row\[1\].g_col\[1\].pe/_0268_,22µm
g_row\[1\].g_col\[1\].pe/_0399_,22µm
g_row\[1\].g_col\[1\].pe/_0454_,22µm
g_row\[1\].g_col\[1\].pe/net3019,22µm
net1396,21.98µm
g_row\[1\].g_col\[0\].pe/_0967_,21.98µm
g_row\[1\].g_col\[0\].pe/_0978_,21.96µm
g_row\[1\].g_col\[1\].pe/_0784_,21.96µm
g_row\[0\].g_col\[0\].pe/_1106_,21.94µm
g_row\[0\].g_col\[1\].pe/_0276_,21.94µm
g_row\[1\].g_col\[0\].pe/_0302_,21.94µm
net3297,21.94µm
g_row\[0\].g_col\[0\].pe/_0421_,21.9µm
g_row\[1\].g_col\[1\].pe/_0359_,21.9µm
g_row\[0\].g_col\[1\].pe/_0174_,21.88µm
g_row\[1\].g_col\[1\].pe/_0729_,21.88µm
g_row\[1\].g_col\[1\].pe/_0930_,21.88µm
net3327,21.86µm
g_row\[0\].g_col\[0\].pe/_1158_,21.84µm
g_row\[1\].g_col\[0\].pe/net2067,21.805µm
g_row\[1\].g_col\[1\].pe/_0202_,21.8µm
g_row\[1\].g_col\[1\].pe/_0327_,21.8µm
g_row\[1\].g_col\[1\].pe/_0617_,21.8µm
a_reg\[22\],21.78µm
g_row\[0\].g_col\[1\].pe/_1053_,21.78µm
g_row\[0\].g_col\[1\].pe/_1207_,21.76µm
g_row\[1\].g_col\[0\].pe/net1841,21.76µm
g_row\[0\].g_col\[0\].pe/_1170_,21.74µm
net3462,21.74µm
net1527,21.72µm
g_row\[1\].g_col\[0\].pe/net2857,21.68µm
g_row\[1\].g_col\[0\].pe/_0408_,21.66µm
g_row\[1\].g_col\[0\].pe/net2833,21.66µm
net3329,21.62µm
g_row\[0\].g_col\[0\].pe/_0115_,21.61µm
g_row\[1\].g_col\[0\].pe/_1054_,21.6µm
g_row\[0\].g_col\[0\].pe/_1334_,21.58µm
g_row\[1\].g_col\[0\].pe/_0702_,21.58µm
g_row\[1\].g_col\[1\].pe/_0069_,21.58µm
g_row\[1\].g_col\[1\].pe/_1009_,21.58µm
g_row\[0\].g_col\[0\].pe/net2291,21.565µm
g_row\[0\].g_col\[1\].pe/_0968_,21.55µm
g_row\[0\].g_col\[0\].pe/_0988_,21.5µm
g_row\[1\].g_col\[0\].pe/net2064,21.485µm
g_row\[1\].g_col\[1\].pe/net2863,21.48µm
g_row\[0\].g_col\[0\].pe/_1058_,21.46µm
g_row\[0\].g_col\[1\].pe/_1098_,21.46µm
g_row\[1\].g_col\[0\].pe/_0144_,21.46µm
g_row\[1\].g_col\[0\].pe/_0666_,21.46µm
g_row\[1\].g_col\[0\].pe/_1096_,21.46µm
g_row\[0\].g_col\[0\].pe/_0910_,21.42µm
g_row\[1\].g_col\[0\].pe/_0407_,21.42µm
g_row\[0\].g_col\[0\].pe/net2904,21.42µm
g_row\[1\].g_col\[0\].pe/net2080,21.415µm
clknet_leaf_90_clk,21.4µm
g_row\[0\].g_col\[0\].pe/r2_mantissa\[6\],21.38µm
g_row\[1\].g_col\[0\].pe/_0214_,21.38µm
g_row\[1\].g_col\[1\].pe/_0993_,21.38µm
g_row\[1\].g_col\[1\].pe/_1328_,21.38µm
net2696,21.38µm
g_row\[0\].g_col\[1\].pe/_0122_,21.37µm
g_row\[0\].g_col\[1\].pe/_0199_,21.36µm
net3508,21.36µm
g_row\[0\].g_col\[0\].pe/_0860_,21.345µm
g_row\[1\].g_col\[0\].pe/net1872,21.345µm
g_row\[0\].g_col\[1\].pe/_0400_,21.34µm
g_row\[1\].g_col\[0\].pe/_0438_,21.34µm
net1610,21.34µm
g_row\[1\].g_col\[0\].pe/net2082,21.34µm
g_row\[0\].g_col\[0\].pe/_0102_,21.3µm
g_row\[0\].g_col\[1\].pe/_0302_,21.3µm
g_row\[0\].g_col\[1\].pe/_1319_,21.3µm
g_row\[1\].g_col\[1\].pe/r3_prod_mant\[0\],21.3µm
g_row\[0\].g_col\[1\].pe/_0574_,21.28µm
g_row\[0\].g_col\[1\].pe/_1208_,21.28µm
net1534,21.28µm
g_row\[0\].g_col\[0\].pe/_0804_,21.24µm
g_row\[1\].g_col\[1\].pe/_0010_,21.24µm
g_row\[0\].g_col\[0\].pe/_0707_,21.2µm
g_row\[0\].g_col\[1\].pe/_0294_,21.2µm
clknet_leaf_12_clk,21.18µm
g_row\[1\].g_col\[1\].pe/_0951_,21.18µm
g_row\[1\].g_col\[1\].pe/_0433_,21.16µm
g_row\[0\].g_col\[0\].pe/net1799,21.14µm
g_row\[0\].g_col\[1\].pe/r3_prod_mant\[6\],21.12µm
g_row\[1\].g_col\[0\].pe/net2972,21.12µm
g_row\[0\].g_col\[1\].pe/r4_acc\[14\],21.1µm
clknet_leaf_55_clk,21.08µm
g_row\[1\].g_col\[0\].pe/_1110_,21.08µm
g_row\[1\].g_col\[1\].pe/_0942_,21.08µm
g_row\[0\].g_col\[1\].pe/_1222_,21.05µm
g_row\[0\].g_col\[0\].pe/_1275_,21.04µm
net1388,21.02µm
g_row\[1\].g_col\[0\].pe/_0568_,21.02µm
g_row\[1\].g_col\[1\].pe/_0470_,21.01µm
net3198,21µm
g_row\[1\].g_col\[0\].pe/net2995,20.995µm
net1607,20.94µm
g_row\[0\].g_col\[1\].pe/_1048_,20.92µm
g_row\[1\].g_col\[0\].pe/_0078_,20.92µm
net2597,20.92µm
b_wire\[2\]\[4\],20.9µm
g_row\[0\].g_col\[1\].pe/_0716_,20.88µm
g_row\[1\].g_col\[1\].pe/_1211_,20.88µm
b_wire\[0\]\[2\],20.86µm
g_row\[0\].g_col\[0\].pe/_1263_,20.86µm
g_row\[1\].g_col\[0\].pe/_0402_,20.86µm
g_row\[1\].g_col\[1\].pe/net2245,20.86µm
g_row\[1\].g_col\[0\].pe/_1068_,20.84µm
g_row\[0\].g_col\[1\].pe/_0348_,20.81µm
g_row\[0\].g_col\[0\].pe/net2304,20.805µm
b_wire\[1\]\[12\],20.8µm
g_row\[0\].g_col\[0\].pe/_1099_,20.8µm
g_row\[1\].g_col\[0\].pe/_0165_,20.8µm
g_row\[1\].g_col\[0\].pe/_0445_,20.8µm
g_row\[1\].g_col\[0\].pe/_0882_,20.79µm
g_row\[0\].g_col\[0\].pe/_0051_,20.78µm
g_row\[0\].g_col\[0\].pe/_0825_,20.78µm
g_row\[0\].g_col\[0\].pe/net2288,20.78µm
g_row\[1\].g_col\[1\].pe/net2869,20.78µm
net3151,20.78µm
b_wire\[0\]\[3\],20.76µm
g_row\[0\].g_col\[1\].pe/net2399,20.76µm
net2689,20.76µm
g_row\[0\].g_col\[0\].pe/_0748_,20.745µm
g_row\[1\].g_col\[1\].pe/_0281_,20.74µm
g_row\[1\].g_col\[0\].pe/net2957,20.68µm
g_row\[0\].g_col\[0\].pe/_0370_,20.66µm
g_row\[0\].g_col\[0\].pe/_1108_,20.66µm
g_row\[1\].g_col\[0\].pe/_0571_,20.66µm
g_row\[0\].g_col\[0\].pe/_0142_,20.64µm
clknet_leaf_24_clk,20.64µm
g_row\[0\].g_col\[1\].pe/_0160_,20.64µm
g_row\[1\].g_col\[1\].pe/_1139_,20.64µm
g_row\[1\].g_col\[0\].pe/_1201_,20.63µm
g_row\[1\].g_col\[1\].pe/_0852_,20.62µm
g_row\[1\].g_col\[1\].pe/net1663,20.62µm
results_flat[2],20.6µm
g_row\[0\].g_col\[0\].pe/_1308_,20.59µm
g_row\[0\].g_col\[1\].pe/_1269_,20.58µm
g_row\[1\].g_col\[0\].pe/_1307_,20.58µm
b_reg\[13\],20.56µm
b_wire\[1\]\[1\],20.56µm
g_row\[0\].g_col\[1\].pe/_0004_,20.56µm
g_row\[0\].g_col\[1\].pe/net2166,20.56µm
g_row\[1\].g_col\[1\].pe/_0066_,20.54µm
g_row\[1\].g_col\[1\].pe/net1710,20.54µm
g_row\[1\].g_col\[0\].pe/net1833,20.54µm
g_row\[0\].g_col\[0\].pe/_0332_,20.535µm
g_row\[1\].g_col\[0\].pe/net2860,20.525µm
g_row\[0\].g_col\[0\].pe/_1258_,20.52µm
g_row\[0\].g_col\[1\].pe/_0013_,20.52µm
g_row\[1\].g_col\[1\].pe/net3073,20.51µm
g_row\[0\].g_col\[0\].pe/_0292_,20.5µm
g_row\[0\].g_col\[1\].pe/net1846,20.5µm
g_row\[0\].g_col\[0\].pe/net2137,20.5µm
g_row\[1\].g_col\[0\].pe/_0622_,20.48µm
g_row\[1\].g_col\[1\].pe/_0396_,20.48µm
g_row\[1\].g_col\[0\].pe/_0049_,20.46µm
g_row\[0\].g_col\[0\].pe/net3038,20.46µm
b_wire\[1\]\[14\],20.44µm
b_wire\[2\]\[15\],20.44µm
g_row\[0\].g_col\[0\].pe/_0820_,20.44µm
g_row\[0\].g_col\[1\].pe/_1115_,20.44µm
g_row\[1\].g_col\[1\].pe/_1277_,20.42µm
net3367,20.42µm
g_row\[0\].g_col\[0\].pe/_1214_,20.41µm
g_row\[0\].g_col\[1\].pe/_0368_,20.38µm
g_row\[1\].g_col\[0\].pe/_1253_,20.38µm
net2754,20.365µm
g_row\[1\].g_col\[0\].pe/_0376_,20.36µm
g_row\[1\].g_col\[0\].pe/net3011,20.35µm
g_row\[1\].g_col\[1\].pe/_1098_,20.34µm
g_row\[1\].g_col\[1\].pe/net2192,20.34µm
a_reg\[30\],20.32µm
g_row\[0\].g_col\[0\].pe/_0294_,20.32µm
g_row\[0\].g_col\[1\].pe/_0948_,20.32µm
g_row\[1\].g_col\[1\].pe/net1955,20.32µm
g_row\[1\].g_col\[1\].pe/net3068,20.32µm
net3273,20.32µm
g_row\[0\].g_col\[0\].pe/_1266_,20.3µm
g_row\[0\].g_col\[1\].pe/_0815_,20.3µm
g_row\[1\].g_col\[1\].pe/_0489_,20.3µm
g_row\[0\].g_col\[0\].pe/net1835,20.3µm
g_row\[0\].g_col\[1\].pe/_0242_,20.29µm
a_wire\[0\]\[7\],20.28µm
g_row\[0\].g_col\[1\].pe/_0438_,20.28µm
g_row\[1\].g_col\[1\].pe/_1109_,20.28µm
g_row\[0\].g_col\[0\].pe/_0729_,20.26µm
g_row\[1\].g_col\[0\].pe/net2076,20.24µm
g_row\[0\].g_col\[0\].pe/_0403_,20.2µm
g_row\[0\].g_col\[0\].pe/_0807_,20.2µm
g_row\[0\].g_col\[1\].pe/_0430_,20.2µm
g_row\[0\].g_col\[1\].pe/_0583_,20.2µm
g_row\[0\].g_col\[0\].pe/_0731_,20.18µm
g_row\[0\].g_col\[0\].pe/_0943_,20.18µm
g_row\[0\].g_col\[1\].pe/_0699_,20.18µm
g_row\[0\].g_col\[0\].pe/_1194_,20.16µm
g_row\[0\].g_col\[0\].pe/net2974,20.16µm
g_row\[0\].g_col\[0\].pe/_0628_,20.14µm
g_row\[1\].g_col\[1\].pe/_0568_,20.14µm
net2730,20.14µm
g_row\[0\].g_col\[0\].pe/_0322_,20.13µm
g_row\[1\].g_col\[0\].pe/_0077_,20.12µm
clknet_leaf_96_clk,20.12µm
g_row\[1\].g_col\[0\].pe/net1860,20.085µm
g_row\[0\].g_col\[1\].pe/net2357,20.085µm
g_row\[0\].g_col\[0\].pe/_0251_,20.08µm
g_row\[1\].g_col\[0\].pe/_0372_,20.08µm
g_row\[1\].g_col\[0\].pe/_0458_,20.08µm
g_row\[0\].g_col\[0\].pe/_0821_,20.06µm
